sample,Sex,UK_citizen,Residence,Extrovert_introvert,Absorbed,Bored
12,F,N,EU,Introvert,Y,N
12,F,Y,EU,Introvert,N,N
12,M,Y,EU,Extrovert,Y,Y
12,F,Y,EU,Introvert,Y,Y
12,F,Y,EU,Introvert,Y,Y
12,F,Y,EU,Extrovert,Y,N
12,M,N,EU,Extrovert,N,N
12,F,Y,EU,Introvert,Y,Y
12,F,Y,EU,Extrovert,Y,N
12,F,Y,EU,Extrovert,Y,Y
12,M,Y,EU,Introvert,Y,Y
12,M,Y,EU,Extrovert,Y,Y
12,M,Y,EU,Extrovert,Y,Y
12,M,Y,EU,Extrovert,N,Y
12,M,Y,EU,Extrovert,N,Y
12,F,N,EU,Introvert,Y,Y
12,M,Y,EU,Introvert,N,Y
12,M,N,EU,Extrovert,N,Y
12,M,Y,EU,Introvert,Y,N
12,M,Y,EU,Introvert,Y,Y
12,M,Y,EU,Extrovert,Y,N
13,F,N,EU,Introvert,Y,Y
13,M,Y,EU,Introvert,Y,Y
13,M,Y,EU,Extrovert,Y,Y
13,M,Y,EU,Introvert,N,Y
13,M,N,EU,Introvert,Y,Y
13,F,Y,EU,Introvert,N,Y
13,F,N,EU,Introvert,Y,N
13,M,Y,EU,Extrovert,Y,N
13,M,Y,EU,Extrovert,Y,N
13,M,Y,EU,Introvert,Y,N
13,M,Y,EU,Extrovert,Y,Y
13,F,Y,EU,Introvert,Y,Y
13,F,Y,EU,Introvert,Y,N
13,F,Y,EU,Introvert,N,Y
13,M,Y,EU,Extrovert,Y,Y
13,F,N,EU,Introvert,N,N
13,M,Y,EU,Extrovert,N,Y
13,F,Y,EU,Extrovert,Y,N
13,M,Y,EU,Extrovert,Y,Y
14,M,Y,EU,Extrovert,Y,Y
14,F,Y,EU,Introvert,N,Y
14,M,Y,EU,Introvert,Y,Y
14,M,N,EU,Introvert,Y,N
14,M,Y,EU,Extrovert,Y,Y
14,M,Y,EU,Extrovert,Y,Y
14,M,Y,EU,Extrovert,Y,Y
14,M,N,EU,Introvert,Y,N
14,M,Y,EU,Extrovert,N,Y
14,M,Y,EU,Extrovert,Y,N
14,M,Y,EU,Introvert,N,Y
15,F,Y,EU,Introvert,Y,N
15,M,Y,EU,Extrovert,Y,Y
15,M,Y,EU,Extrovert,N,Y
15,F,N,EU,Extrovert,Y,N
16,M,Y,EU,Introvert,N,N
16,M,Y,EU,Introvert,Y,Y
16,M,Y,EU,Extrovert,Y,N
16,M,Y,EU,Extrovert,N,Y
16,F,N,EU,Introvert,Y,N
16,F,N,EU,Introvert,N,Y
16,M,Y,EU,Extrovert,Y,Y
16,M,N,EU,Introvert,Y,Y
16,M,N,EU,,Y,Y
16,M,Y,EU,Introvert,Y,N
16,M,Y,EU,Extrovert,Y,Y
16,M,Y,EU,Introvert,Y,Y
16,M,Y,EU,Extrovert,N,Y
16,M,Y,EU,Extrovert,N,Y
16,M,Y,EU,Extrovert,Y,N
16,M,N,EU,Extrovert,Y,Y
16,M,Y,EU,Introvert,N,Y
16,M,Y,EU,Introvert,N,Y
16,M,Y,EU,,Y,Y
16,M,Y,EU,Introvert,N,Y
16,F,Y,EU,,Y,N
16,M,Y,EU,Extrovert,Y,N
16,M,Y,EU,Introvert,Y,N
17,M,Y,EU,Extrovert,Y,Y
17,M,Y,EU,Extrovert,Y,Y
17,M,Y,EU,Extrovert,Y,Y
17,F,Y,EU,Introvert,N,Y
17,M,Y,EU,Extrovert,Y,N
17,F,Y,EU,Introvert,Y,N
17,F,Y,EU,Introvert,Y,Y
17,F,N,EU,Extrovert,Y,N
17,F,N,EU,Extrovert,Y,N
17,M,Y,EU,Extrovert,Y,N
17,M,Y,EU,Extrovert,Y,Y
17,M,Y,EU,Extrovert,Y,N
17,M,Y,EU,Extrovert,Y,N
17,M,Y,EU,Extrovert,Y,Y
18,M,N,EU,Extrovert,N,N
18,F,N,EU,Extrovert,Y,N
18,M,Y,EU,Introvert,Y,N
18,M,N,EU,Introvert,Y,Y
18,F,N,EU,Introvert,Y,N
18,F,N,EU,Extrovert,Y,Y
18,M,Y,EU,Introvert,Y,N
18,F,Y,EU,Introvert,Y,N
19,M,N,EU,Introvert,N,Y
19,M,Y,EU,Extrovert,Y,Y
19,M,Y,EU,Introvert,N,Y
19,M,N,EU,Introvert,N,Y
19,M,Y,EU,Introvert,N,N
19,M,Y,EU,Introvert,Y,Y
19,F,N,EU,Introvert,N,Y
19,M,Y,EU,Extrovert,Y,N
19,M,Y,EU,Introvert,Y,Y
19,M,N,EU,Extrovert,Y,Y
19,F,N,EU,Extrovert,Y,Y
19,F,Y,EU,Introvert,Y,Y
19,F,Y,EU,Extrovert,Y,N
20,M,Y,EU,Introvert,N,Y
20,M,Y,EU,Extrovert,Y,Y
20,M,Y,EU,Introvert,Y,Y
20,M,Y,EU,Extrovert,Y,Y
20,F,Y,EU,Introvert,Y,Y
20,F,N,EU,Introvert,,N
20,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Introvert,Y,N
21,M,Y,EU,Introvert,,
21,M,N,EU,Extrovert,Y,Y
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,,Y,Y
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Introvert,Y,Y
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Introvert,Y,N
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Introvert,Y,N
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Introvert,Y,Y
21,M,N,EU,Extrovert,N,Y
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Extrovert,Y,N
21,M,Y,EU,Extrovert,Y,Y
21,M,Y,EU,Extrovert,Y,Y
22,M,N,EU,Introvert,Y,Y
22,M,Y,EU,Introvert,N,Y
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Introvert,Y,N
22,M,Y,EU,Introvert,N,Y
22,M,N,EU,Introvert,Y,N
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,Y
22,M,N,EU,Extrovert,Y,N
22,F,N,EU,Introvert,Y,N
22,M,N,EU,Extrovert,Y,Y
22,M,Y,EU,Introvert,Y,Y
22,M,Y,EU,Introvert,N,Y
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,Y
22,M,N,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,N
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,Y
22,M,N,EU,Introvert,Y,Y
22,F,Y,EU,Extrovert,Y,Y
22,F,N,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,N
22,M,Y,EU,Introvert,N,N
22,M,Y,EU,,Y,N
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Extrovert,Y,N
22,M,Y,EU,Extrovert,Y,Y
22,M,Y,EU,Introvert,Y,Y
22,M,N,EU,Extrovert,Y,N
23,M,N,EU,Introvert,Y,N
23,M,Y,EU,Introvert,Y,Y
23,M,Y,EU,Extrovert,Y,N
23,M,N,EU,Extrovert,Y,Y
23,M,Y,EU,Introvert,Y,Y
23,M,Y,EU,Extrovert,Y,N
23,M,Y,EU,Introvert,Y,N
23,M,Y,EU,Introvert,Y,N
23,M,Y,EU,Extrovert,Y,N
23,F,N,EU,Extrovert,Y,N
23,M,Y,EU,Introvert,Y,Y
23,M,Y,EU,Introvert,Y,Y
23,M,Y,EU,,Y,Y
23,M,Y,EU,Extrovert,Y,N
23,M,Y,EU,Extrovert,Y,N
23,M,Y,EU,Introvert,Y,N
23,M,Y,EU,Extrovert,Y,Y
23,M,N,EU,Introvert,Y,N
23,M,Y,EU,Extrovert,Y,N
23,M,Y,EU,Extrovert,Y,N
23,F,Y,EU,Extrovert,Y,N
1,M,Y,International,Introvert,N,Y
1,F,Y,International,Introvert,Y,N
1,M,Y,International,Extrovert,Y,Y
1,F,Y,International,Extrovert,Y,Y
1,F,N,International,Introvert,Y,N
1,M,Y,International,Extrovert,Y,Y
1,M,Y,International,Extrovert,Y,Y
1,F,Y,International,Extrovert,Y,Y
1,F,Y,International,Extrovert,Y,N
1,F,Y,International,Introvert,Y,Y
1,M,Y,International,Extrovert,Y,N
1,F,Y,International,Extrovert,Y,N
1,M,Y,International,Extrovert,Y,Y
1,F,N,International,Introvert,N,N
2,M,Y,International,Extrovert,N,N
2,F,Y,International,Introvert,Y,Y
2,M,Y,International,Introvert,Y,N
2,M,Y,International,Extrovert,Y,Y
2,F,N,International,Extrovert,N,Y
2,F,Y,International,Introvert,Y,N
2,F,Y,International,Introvert,N,Y
2,F,N,International,Introvert,N,Y
2,F,Y,International,Introvert,Y,Y
2,F,Y,International,Extrovert,Y,N
2,F,N,International,Introvert,N,Y
2,M,Y,International,Extrovert,Y,N
2,M,Y,International,Introvert,Y,N
2,M,Y,International,Introvert,Y,Y
2,M,Y,International,Extrovert,N,Y
2,F,Y,International,,Y,N
2,M,Y,International,Extrovert,Y,N
2,M,Y,International,Extrovert,Y,Y
2,M,Y,International,Extrovert,N,Y
2,M,Y,International,Extrovert,Y,N
2,M,Y,International,,,N
2,F,Y,International,Extrovert,Y,N
2,F,Y,International,Introvert,Y,N
2,M,N,International,,Y,N
2,M,Y,International,Extrovert,Y,Y
2,M,Y,International,Extrovert,Y,N
2,F,Y,International,Extrovert,Y,N
2,F,Y,International,Extrovert,Y,N
2,M,Y,International,Introvert,N,Y
2,M,Y,International,Introvert,Y,N
2,F,Y,International,,Y,N
2,M,Y,International,Extrovert,Y,N
3,M,Y,International,Extrovert,Y,Y
3,M,Y,International,Introvert,N,Y
3,F,Y,International,Extrovert,Y,Y
3,F,Y,International,Introvert,N,Y
3,F,Y,International,Extrovert,Y,N
3,M,Y,International,Introvert,N,N
3,F,Y,International,Extrovert,N,N
3,M,Y,International,Extrovert,Y,Y
3,M,Y,International,Extrovert,Y,N
3,F,Y,International,Extrovert,Y,N
3,F,Y,International,Extrovert,Y,N
3,F,Y,International,Introvert,Y,N
3,M,N,International,Extrovert,N,Y
3,F,Y,International,Introvert,Y,Y
3,M,Y,International,Extrovert,Y,N
3,F,Y,International,Extrovert,Y,N
3,M,Y,International,Extrovert,Y,Y
3,F,Y,International,Extrovert,Y,Y
3,F,Y,International,Extrovert,Y,N
3,F,Y,International,Extrovert,Y,Y
3,M,Y,International,Extrovert,Y,Y
4,M,Y,International,Extrovert,Y,Y
4,M,Y,International,Extrovert,Y,Y
4,M,Y,International,Extrovert,Y,Y
4,F,Y,International,Extrovert,Y,Y
4,F,Y,International,Introvert,Y,N
4,F,Y,International,,Y,N
4,F,Y,International,Introvert,Y,N
5,F,Y,International,Extrovert,Y,N
5,F,Y,International,Extrovert,Y,N
5,M,Y,International,Introvert,N,Y
5,F,Y,International,Introvert,Y,Y
5,F,Y,International,Introvert,N,Y
5,M,Y,International,Extrovert,Y,Y
5,F,N,International,Extrovert,Y,N
5,F,N,International,Introvert,Y,Y
5,M,Y,International,Extrovert,Y,N
5,F,Y,International,Extrovert,Y,Y
6,F,Y,International,Introvert,Y,Y
6,M,Y,International,Introvert,N,Y
6,M,Y,International,Introvert,Y,N
6,M,Y,International,Introvert,N,N
6,F,Y,International,Extrovert,N,Y
6,M,Y,International,Introvert,N,Y
6,F,Y,International,Introvert,Y,N
6,F,Y,International,Introvert,Y,Y
6,M,Y,International,Introvert,Y,N
6,F,Y,International,Extrovert,N,Y
6,M,Y,International,Introvert,Y,N
6,F,Y,International,Introvert,Y,N
6,F,Y,International,Introvert,Y,N
6,M,Y,International,,N,N
6,M,Y,International,Introvert,N,Y
6,F,Y,International,Introvert,Y,N
6,F,Y,International,Extrovert,Y,Y
6,F,Y,International,Extrovert,Y,Y
6,F,N,International,Extrovert,Y,N
6,M,Y,International,Extrovert,Y,N
6,M,Y,International,Introvert,Y,Y
6,F,Y,International,,Y,Y
6,F,Y,International,Extrovert,Y,N
6,F,Y,International,Introvert,N,Y
6,F,Y,International,Extrovert,Y,Y
6,F,Y,International,Introvert,Y,Y
6,M,Y,International,Extrovert,Y,Y
6,F,Y,International,Introvert,Y,Y
6,F,Y,International,Introvert,Y,Y
7,F,Y,International,Introvert,N,N
7,M,Y,International,Introvert,Y,Y
7,F,Y,International,Extrovert,N,Y
7,M,Y,International,Extrovert,Y,N
7,M,Y,International,Extrovert,Y,N
7,M,N,International,Introvert,N,Y
7,F,Y,International,Introvert,Y,N
7,F,N,International,Introvert,Y,N
8,M,Y,International,Introvert,Y,Y
8,M,Y,International,Extrovert,Y,Y
8,M,Y,International,Extrovert,Y,N
8,F,Y,International,Introvert,Y,Y
8,M,Y,International,Introvert,N,N
8,M,Y,International,Introvert,N,Y
8,M,Y,International,Extrovert,Y,Y
8,M,Y,International,Introvert,N,Y
8,F,Y,International,Extrovert,Y,Y
8,F,Y,International,Introvert,Y,Y
8,M,Y,International,Introvert,Y,Y
8,F,Y,International,Introvert,Y,N
8,M,Y,International,Extrovert,N,Y
8,F,Y,International,Extrovert,Y,N
8,M,Y,International,Introvert,Y,Y
8,F,Y,International,Introvert,Y,Y
9,M,Y,International,Introvert,Y,N
9,F,Y,International,Introvert,N,Y
9,M,Y,International,Introvert,Y,Y
9,M,Y,International,Introvert,Y,Y
9,F,Y,International,Introvert,Y,Y
9,M,Y,International,Extrovert,Y,N
9,F,Y,International,Introvert,Y,N
9,F,Y,International,Extrovert,N,N
9,F,Y,International,Introvert,N,N
9,F,N,International,Introvert,Y,Y
9,F,Y,International,Introvert,N,Y
9,F,Y,International,Introvert,Y,N
9,F,Y,International,Introvert,N,Y
9,M,Y,International,Introvert,N,Y
9,F,Y,International,Introvert,Y,N
9,M,Y,International,Extrovert,N,Y
9,F,Y,International,Introvert,Y,N
9,M,Y,International,Extrovert,Y,Y
9,F,Y,International,Extrovert,Y,N
9,F,Y,International,Introvert,Y,Y
9,F,Y,International,Introvert,Y,Y
9,F,Y,International,Extrovert,Y,Y
9,F,Y,International,Extrovert,N,Y
9,F,Y,International,Introvert,N,N
10,F,Y,International,Extrovert,Y,N
10,F,Y,International,Extrovert,Y,Y
10,F,Y,International,Extrovert,Y,Y
10,M,Y,International,Introvert,Y,Y
10,F,N,International,Extrovert,Y,N
11,F,Y,International,Extrovert,N,Y
11,F,Y,International,Extrovert,Y,Y
11,M,Y,International,Extrovert,Y,Y
11,F,Y,International,Extrovert,Y,Y
11,M,N,International,Introvert,Y,Y
11,M,Y,International,Introvert,N,Y
11,M,Y,International,Introvert,N,Y
11,F,Y,International,Introvert,N,N
11,M,Y,International,Extrovert,N,Y
11,F,Y,International,Introvert,Y,Y
11,M,Y,International,Extrovert,Y,N
11,F,Y,International,Extrovert,Y,Y
11,F,Y,International,Extrovert,Y,N
11,M,Y,International,Introvert,Y,Y
11,F,N,International,Introvert,Y,N
11,M,Y,International,Extrovert,Y,Y
11,F,Y,International,Introvert,N,Y
11,M,Y,International,Introvert,Y,N
11,F,Y,International,Introvert,Y,N
11,F,Y,International,Introvert,Y,N
11,M,Y,International,Introvert,Y,Y
11,M,Y,International,Extrovert,Y,N
11,F,Y,International,Extrovert,Y,N
11,F,Y,International,Introvert,Y,N
12,F,Y,International,Introvert,N,Y
12,F,Y,International,Extrovert,Y,N
12,F,Y,International,Introvert,Y,N
12,M,Y,International,Introvert,N,N
12,M,Y,International,Extrovert,N,Y
12,M,Y,International,Introvert,Y,Y
12,F,Y,International,Introvert,Y,N
12,F,N,International,Extrovert,Y,N
12,M,Y,International,Introvert,Y,Y
12,M,Y,International,Introvert,Y,N
12,F,Y,International,Extrovert,Y,Y
12,M,N,International,Extrovert,Y,N
12,M,Y,International,Extrovert,N,Y
12,M,Y,International,Extrovert,N,N
12,F,Y,International,Introvert,Y,N
13,F,Y,International,Introvert,N,Y
13,F,Y,International,Introvert,N,N
13,F,Y,International,Introvert,,N
13,F,Y,International,Extrovert,Y,Y
13,F,Y,International,Extrovert,Y,Y
13,F,Y,International,Introvert,Y,Y
13,F,Y,International,Introvert,Y,N
13,F,Y,International,Introvert,N,Y
13,M,Y,International,Introvert,N,Y
13,M,Y,International,Introvert,Y,N
13,F,N,International,Introvert,Y,N
13,M,Y,International,Extrovert,Y,Y
13,M,Y,International,Introvert,Y,Y
13,M,Y,International,Extrovert,Y,Y
13,M,Y,International,Extrovert,Y,N
14,F,Y,International,Introvert,Y,N
14,M,Y,International,Extrovert,N,Y
14,M,Y,International,Extrovert,Y,Y
14,M,Y,International,Introvert,Y,Y
14,M,Y,International,Introvert,N,Y
14,M,N,International,Extrovert,Y,Y
14,M,Y,International,Extrovert,Y,N
14,M,N,International,Extrovert,Y,N
14,M,Y,International,Introvert,Y,Y
15,M,Y,International,Introvert,N,Y
15,M,Y,International,Extrovert,Y,Y
15,M,Y,International,Introvert,Y,N
15,M,Y,International,Introvert,Y,Y
15,M,Y,International,Extrovert,Y,Y
15,F,N,International,Extrovert,Y,N
15,M,N,International,Introvert,N,Y
16,M,Y,International,Extrovert,Y,N
16,M,Y,International,Introvert,Y,Y
16,M,Y,International,Introvert,N,Y
16,M,Y,International,Extrovert,Y,Y
16,M,Y,International,Extrovert,Y,N
16,M,Y,International,Extrovert,Y,N
16,M,Y,International,Introvert,Y,Y
16,M,Y,International,Introvert,Y,Y
17,M,Y,International,Introvert,Y,Y
17,M,Y,International,Extrovert,Y,Y
17,M,Y,International,Extrovert,Y,Y
17,M,Y,International,Introvert,Y,N
17,M,Y,International,Extrovert,Y,Y
17,M,Y,International,Extrovert,Y,Y
17,M,Y,International,Introvert,N,Y
17,M,Y,International,Introvert,Y,Y
17,M,Y,International,Introvert,Y,N
17,M,Y,International,Extrovert,Y,Y
17,M,N,International,Extrovert,Y,Y
17,M,Y,International,Extrovert,Y,N
18,M,Y,International,Introvert,Y,N
19,M,Y,International,Introvert,Y,Y
19,M,Y,International,Introvert,N,Y
19,M,N,International,Extrovert,Y,N
19,M,Y,International,Extrovert,Y,Y
19,M,Y,International,Extrovert,N,Y
19,M,Y,International,Introvert,Y,N
19,F,Y,International,Extrovert,Y,Y
19,F,Y,International,Introvert,Y,Y
21,M,Y,International,Introvert,Y,N
21,M,Y,International,Extrovert,Y,Y
21,M,Y,International,Extrovert,N,N
21,M,Y,International,Extrovert,Y,Y
21,M,Y,International,Extrovert,Y,N
21,M,Y,International,Introvert,Y,Y
21,M,Y,International,Introvert,Y,N
21,M,Y,International,Extrovert,Y,Y
21,M,Y,International,Extrovert,N,Y
21,M,Y,International,Extrovert,Y,N
21,M,Y,International,Extrovert,Y,N
21,M,Y,International,Introvert,Y,Y
21,M,Y,International,Extrovert,Y,N
21,M,Y,International,Extrovert,Y,Y
21,M,Y,International,Extrovert,Y,Y
21,M,Y,International,Extrovert,Y,N
21,M,Y,International,Extrovert,Y,N
22,F,Y,International,Introvert,N,Y
22,M,N,International,Introvert,,Y
22,M,Y,International,Introvert,N,Y
22,M,Y,International,Extrovert,Y,N
22,M,Y,International,Extrovert,Y,N
22,M,Y,International,Extrovert,Y,Y
22,M,N,International,Extrovert,Y,Y
22,M,Y,International,Introvert,Y,Y
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Introvert,Y,N
23,F,Y,International,Extrovert,Y,Y
23,M,Y,International,Introvert,Y,N
23,M,Y,International,Introvert,N,Y
23,M,Y,International,Introvert,Y,N
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Extrovert,Y,N
23,M,Y,International,,Y,N
23,F,Y,International,,Y,N
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Introvert,Y,Y
23,M,Y,International,Extrovert,Y,N
23,F,Y,International,Introvert,Y,N
23,M,Y,International,Extrovert,Y,Y
23,M,Y,International,Extrovert,Y,N
23,M,Y,International,Extrovert,Y,N
10,F,N,,Introvert,Y,Y
