Date,Symbols,Close,High,Low,Open,Volume
2020-10-05,PFE,34.462,34.584,34.0771,34.2547,19628670.901464
2020-10-05,BNTX,80.7,81.56,75.65,75.7,3750552.0
2020-10-05,MRNA,71.95,72.02,69.05,69.64,6518121.0
2020-10-06,AMZN,154.998,159.1,154.5,158.25,101737140.0
2020-10-06,GOOGL,1451.02,1484.52,1445.01,1475.5,1304752.0
2020-10-06,PFE,33.9174,34.7238,33.843,34.6961,25530811.188722
2020-10-06,BNTX,85.59,88.3,83.52,86.84,5702111.0
2020-10-06,MRNA,71.04,73.92,70.31,72.0,7285512.0
2020-10-07,AMZN,159.784,160.0,156.619,156.75,86188780.0
2020-10-07,GOOGL,1459.14,1468.97,1433.23,1459.31,1805448.0
2020-10-07,PFE,34.2001,34.3112,33.7855,34.0017,22421204.647545
2020-10-07,BNTX,86.23,86.44,80.7,83.32,2354681.0
2020-10-07,MRNA,72.37,73.24,70.959,71.23,4190611.0
2020-10-08,AMZN,159.528,161.665,158.749,161.249,63482280.0
2020-10-08,GOOGL,1483.43,1488.0275,1465.45,1465.45,1303802.0
2020-10-08,PFE,34.5929,34.8647,34.2358,34.3191,18067887.759826
2020-10-08,BNTX,87.95,89.43,85.6,85.83,1826000.0
2020-10-08,MRNA,72.93,73.76,72.01,73.5,4023816.0
2020-10-09,AMZN,164.332,164.45,159.892,160.5,98157420.0
2020-10-09,GOOGL,1510.45,1511.85,1487.0,1492.86,1648340.0
2020-10-09,PFE,34.4987,34.8062,34.3112,34.5354,23946370.68317
2020-10-09,BNTX,89.04,90.0,87.5,88.98,1462528.0
2020-10-09,MRNA,73.0,73.67,72.39,73.42,4774015.0
2020-10-12,AMZN,172.146,174.812,166.978,167.497,167283960.0
2020-10-12,GOOGL,1564.59,1588.42,1529.3,1538.0,2767164.0
2020-10-12,PFE,34.5264,34.8647,34.1951,34.4134,19642673.16548
2020-10-12,BNTX,88.74,91.9,87.6,91.0,2573113.0
2020-10-12,MRNA,75.31,75.8514,72.92,73.61,7590764.0
2020-10-13,AMZN,172.182,174.619,171.211,173.4,114893940.0
2020-10-13,GOOGL,1567.07,1585.16,1558.63,1577.01,1953609.0
2020-10-13,PFE,34.6008,34.8131,34.3489,34.3856,21797088.182735
2020-10-13,BNTX,93.0,94.0162,89.56,90.08,2527487.0
