Total happiness,Sex,UK_student,Ext_int,Absorbed,Bored
24,M,Y,Extrovert,Y,N
22,M,Y,Extrovert,Y,N
14,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
24,M,Y,Extrovert,Y,N
22,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
20,M,Y,Extrovert,Y,N
20,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
20,M,Y,Extrovert,Y,N
14,M,Y,Extrovert,Y,N
26,M,Y,Extrovert,Y,N
15,M,Y,Extrovert,Y,N
17,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
23,M,Y,Extrovert,Y,N
23,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
16,M,Y,Extrovert,Y,N
22,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
20,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
17,M,Y,Extrovert,Y,N
16,M,Y,Extrovert,Y,N
24,M,Y,Extrovert,Y,N
23,M,Y,Extrovert,Y,N
19,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
18,M,Y,Extrovert,Y,N
14,M,Y,Extrovert,Y,N
19,M,Y,Extrovert,Y,N
21,M,Y,Extrovert,Y,N
16,F,Y,Extrovert,Y,N
18,F,Y,Extrovert,Y,N
24,F,Y,Extrovert,Y,N
15,F,Y,Extrovert,Y,N
13,F,Y,Extrovert,Y,N
13,F,Y,Extrovert,Y,N
10,F,Y,Extrovert,Y,N
16,F,Y,Extrovert,Y,N
23,F,Y,Extrovert,Y,N
23,F,Y,Extrovert,Y,N
16,F,Y,Extrovert,Y,N
22,F,Y,Extrovert,Y,N
18,F,Y,Extrovert,Y,N
14,F,Y,Extrovert,Y,N
15,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
17,F,Y,Extrovert,Y,N
17,F,Y,Extrovert,Y,N
25,F,Y,Extrovert,Y,N
19,F,Y,Extrovert,Y,N
21,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
17,F,Y,Extrovert,Y,N
10,F,Y,Extrovert,Y,N
21,F,Y,Extrovert,Y,N
13,F,Y,Extrovert,Y,N
24,F,Y,Extrovert,Y,N
24,F,Y,Extrovert,Y,N
21,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
19,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
22,F,Y,Extrovert,Y,N
14,F,Y,Extrovert,Y,N
18,F,Y,Extrovert,Y,N
22,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
14,F,Y,Extrovert,Y,N
14,F,Y,Extrovert,Y,N
17,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
23,F,Y,Extrovert,Y,N
16,F,Y,Extrovert,Y,N
15,F,Y,Extrovert,Y,N
17,F,Y,Extrovert,Y,N
11,F,Y,Extrovert,Y,N
23,F,Y,Extrovert,Y,N
22,F,Y,Extrovert,Y,N
20,F,Y,Extrovert,Y,N
23,F,Y,Extrovert,Y,N
22,M,N,Extrovert,Y,N
17,M,N,Extrovert,Y,N
16,M,N,Extrovert,Y,N
23,M,N,Extrovert,Y,N
19,M,N,Extrovert,Y,N
14,M,N,Extrovert,Y,N
15,M,N,Extrovert,Y,N
13,M,N,Extrovert,Y,N
23,M,N,Extrovert,Y,N
18,M,N,Extrovert,Y,N
24,M,N,Extrovert,Y,N
19,M,N,Extrovert,Y,N
8,M,N,Extrovert,Y,N
21,M,N,Extrovert,Y,N
18,M,N,Extrovert,Y,N
25,M,N,Extrovert,Y,N
8,M,N,Extrovert,Y,N
12,M,N,Extrovert,Y,N
21,M,N,Extrovert,Y,N
17,M,N,Extrovert,Y,N
25,M,N,Extrovert,Y,N
17,M,N,Extrovert,Y,N
15,M,N,Extrovert,Y,N
17,M,N,Extrovert,Y,N
19,M,N,Extrovert,Y,N
13,M,N,Extrovert,Y,N
18,M,N,Extrovert,Y,N
26,M,N,Extrovert,Y,N
16,M,N,Extrovert,Y,N
24,M,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
18,F,N,Extrovert,Y,N
22,F,N,Extrovert,Y,N
23,F,N,Extrovert,Y,N
23,F,N,Extrovert,Y,N
19,F,N,Extrovert,Y,N
14,F,N,Extrovert,Y,N
15,F,N,Extrovert,Y,N
15,F,N,Extrovert,Y,N
19,F,N,Extrovert,Y,N
19,F,N,Extrovert,Y,N
19,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
16,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
15,F,N,Extrovert,Y,N
17,F,N,Extrovert,Y,N
10,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
14,F,N,Extrovert,Y,N
18,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
16,F,N,Extrovert,Y,N
21,F,N,Extrovert,Y,N
20,F,N,Extrovert,Y,N
16,F,N,Extrovert,Y,N
15,F,N,Extrovert,Y,N
22,F,N,Extrovert,Y,N
17,F,N,Extrovert,Y,N
13,M,Y,Introvert,Y,N
11,M,Y,Introvert,Y,N
24,M,Y,Introvert,Y,N
17,M,Y,Introvert,Y,N
24,M,Y,Introvert,Y,N
22,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
12,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
20,M,Y,Introvert,Y,N
17,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
19,M,Y,Introvert,Y,N
11,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
9,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
13,M,Y,Introvert,Y,N
19,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
19,M,Y,Introvert,Y,N
17,M,Y,Introvert,Y,N
11,M,Y,Introvert,Y,N
18,M,Y,Introvert,Y,N
17,M,Y,Introvert,Y,N
28,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
23,M,Y,Introvert,Y,N
17,M,Y,Introvert,Y,N
20,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
19,M,Y,Introvert,Y,N
11,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
18,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
21,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
14,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
20,M,Y,Introvert,Y,N
19,M,Y,Introvert,Y,N
13,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
15,M,Y,Introvert,Y,N
18,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
16,M,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
23,F,Y,Introvert,Y,N
11,F,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
22,F,Y,Introvert,Y,N
13,F,Y,Introvert,Y,N
12,F,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
14,F,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
23,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
22,F,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
17,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
13,F,Y,Introvert,Y,N
18,F,Y,Introvert,Y,N
20,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
22,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
13,F,Y,Introvert,Y,N
9,F,Y,Introvert,Y,N
12,F,Y,Introvert,Y,N
14,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
18,F,Y,Introvert,Y,N
18,F,Y,Introvert,Y,N
15,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
11,F,Y,Introvert,Y,N
27,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
14,F,Y,Introvert,Y,N
23,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
25,F,Y,Introvert,Y,N
12,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
12,F,Y,Introvert,Y,N
16,F,Y,Introvert,Y,N
18,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
14,F,Y,Introvert,Y,N
10,F,Y,Introvert,Y,N
12,F,Y,Introvert,Y,N
19,F,Y,Introvert,Y,N
26,F,Y,Introvert,Y,N
21,F,Y,Introvert,Y,N
16,M,N,Introvert,Y,N
22,M,N,Introvert,Y,N
20,M,N,Introvert,Y,N
12,M,N,Introvert,Y,N
17,M,N,Introvert,Y,N
20,M,N,Introvert,Y,N
17,M,N,Introvert,Y,N
13,M,N,Introvert,Y,N
16,M,N,Introvert,Y,N
12,M,N,Introvert,Y,N
14,M,N,Introvert,Y,N
17,M,N,Introvert,Y,N
20,M,N,Introvert,Y,N
14,M,N,Introvert,Y,N
24,M,N,Introvert,Y,N
15,M,N,Introvert,Y,N
12,M,N,Introvert,Y,N
20,M,N,Introvert,Y,N
23,F,N,Introvert,Y,N
22,F,N,Introvert,Y,N
13,F,N,Introvert,Y,N
16,F,N,Introvert,Y,N
20,F,N,Introvert,Y,N
21,F,N,Introvert,Y,N
21,F,N,Introvert,Y,N
24,F,N,Introvert,Y,N
13,F,N,Introvert,Y,N
22,F,N,Introvert,Y,N
21,F,N,Introvert,Y,N
18,F,N,Introvert,Y,N
17,F,N,Introvert,Y,N
10,F,N,Introvert,Y,N
16,F,N,Introvert,Y,N
15,F,N,Introvert,Y,N
16,F,N,Introvert,Y,N
16,F,N,Introvert,Y,N
12,F,N,Introvert,Y,N
19,F,N,Introvert,Y,N
20,F,N,Introvert,Y,N
21,F,N,Introvert,Y,N
14,F,N,Introvert,Y,N
21,F,N,Introvert,Y,N
20,F,N,Introvert,Y,N
16,F,N,Introvert,Y,N
18,M,Y,,Y,N
21,M,Y,,Y,N
19,M,Y,,Y,N
24,F,Y,,Y,N
13,F,Y,,Y,N
18,F,Y,,Y,N
20,F,Y,,Y,N
22,F,Y,,Y,N
19,F,Y,,Y,N
22,M,N,,Y,N
20,M,N,,Y,N
16,F,N,,Y,N
9,M,Y,Extrovert,N,N
21,M,Y,Extrovert,N,N
16,M,Y,Extrovert,N,N
13,M,Y,Extrovert,N,N
13,M,Y,Extrovert,N,N
24,M,Y,Extrovert,N,N
23,M,Y,Extrovert,N,N
25,M,Y,Extrovert,N,N
16,M,Y,Extrovert,N,N
26,F,Y,Extrovert,N,N
18,F,Y,Extrovert,N,N
16,F,Y,Extrovert,N,N
15,F,Y,Extrovert,N,N
16,F,Y,Extrovert,N,N
18,F,Y,Extrovert,N,N
15,F,Y,Extrovert,N,N
19,F,Y,Extrovert,N,N
16,M,N,Extrovert,N,N
18,M,N,Extrovert,N,N
20,M,N,Extrovert,N,N
14,M,N,Extrovert,N,N
7,M,N,Extrovert,N,N
12,F,N,Extrovert,N,N
18,F,N,Extrovert,N,N
24,F,N,Extrovert,N,N
13,F,N,Extrovert,N,N
20,F,N,Extrovert,N,N
15,F,N,Extrovert,N,N
17,F,N,Extrovert,N,N
15,M,Y,Introvert,N,N
13,M,Y,Introvert,N,N
12,M,Y,Introvert,N,N
11,M,Y,Introvert,N,N
14,M,Y,Introvert,N,N
14,M,Y,Introvert,N,N
11,M,Y,Introvert,N,N
11,M,Y,Introvert,N,N
13,M,Y,Introvert,N,N
20,M,Y,Introvert,N,N
13,F,Y,Introvert,N,N
12,F,Y,Introvert,N,N
15,F,Y,Introvert,N,N
16,F,Y,Introvert,N,N
27,F,Y,Introvert,N,N
15,F,Y,Introvert,N,N
12,F,Y,Introvert,N,N
15,F,Y,Introvert,N,N
15,F,Y,Introvert,N,N
21,F,Y,Introvert,N,N
22,M,N,Introvert,N,N
16,M,N,Introvert,N,N
18,M,N,Introvert,N,N
12,M,N,Introvert,N,N
15,M,N,Introvert,N,N
16,M,N,Introvert,N,N
12,M,N,Introvert,N,N
23,F,N,Introvert,N,N
21,F,N,Introvert,N,N
14,F,N,Introvert,N,N
17,F,N,Introvert,N,N
20,F,N,Introvert,N,N
24,F,N,Introvert,N,N
24,F,N,Introvert,N,N
16,F,N,Introvert,N,N
18,F,N,Introvert,N,N
18,F,N,Introvert,N,N
21,F,N,Introvert,N,N
19,F,N,Introvert,N,N
14,M,Y,,N,N
16,M,Y,,N,N
16,M,Y,,N,N
20,M,N,,N,N
13,M,N,,N,N
17,F,N,,N,N
14,M,Y,Extrovert,,N
15,F,Y,Extrovert,,N
20,M,Y,Introvert,,N
15,F,Y,Introvert,,N
18,M,N,Introvert,,N
18,F,N,Introvert,,N
22,F,N,Introvert,,N
21,M,Y,,,N
17,M,N,Introvert,Y,
18,F,Y,Extrovert,N,
14,M,Y,Extrovert,,
12,M,Y,Introvert,,
11,M,Y,Introvert,,
